State,State2,County,Data_Value,Short_Question_Text,Long,Lat
WI,Wisconsin,Florence,40.1,Obesity,-88.39814413,45.84816501
WI,Wisconsin,La Crosse,18.5,Physical Inactivity,-91.11503116,43.90643348
WI,Wisconsin,Menominee,24.8,Depression,-88.70969655,45.00428427
WY,Wyoming,Natrona,17.1,Frequent Mental Distress,-106.798429,42.96243872
WI,Wisconsin,Richland,41.8,Obesity,-90.42952769,43.37559436
WI,Wisconsin,Barron,17.6,Current Cigarette Smoking,-91.84830367,45.42376633
WI,Wisconsin,Green,21.7,Binge Drinking,-89.60207125,42.67998128
WI,Wisconsin,Douglas,33.9,Short Sleep Duration,-91.91612523,46.43289261
WI,Wisconsin,Winnebago,23.3,Binge Drinking,-88.64469437,44.06892566
WI,Wisconsin,Racine,16.7,Frequent Mental Distress,-88.06151104,42.74745493
WI,Wisconsin,Calumet,24.3,Binge Drinking,-88.21799976,44.08168017
WI,Wisconsin,Green Lake,27.9,Physical Inactivity,-89.04466973,43.80049778
WI,Wisconsin,St. Croix,24.2,Binge Drinking,-92.45267274,45.0340718
WI,Wisconsin,Brown,16.1,Current Cigarette Smoking,-88.00376157,44.45243095
WI,Wisconsin,Waushara,23.3,Depression,-89.24297541,44.11316121
WY,Wyoming,Johnson,20.7,Physical Inactivity,-106.5848201,44.03966566
WI,Wisconsin,Vernon,22.8,Physical Inactivity,-90.83416504,43.59389986
WY,Wyoming,Sheridan,20.9,Physical Inactivity,-106.8799996,44.79069827
WY,Wyoming,Fremont,37.9,Obesity,-108.6304546,43.0406424
WY,Wyoming,Goshen,19.9,Binge Drinking,-104.353416,42.08791696
WI,Wisconsin,Monroe,32.1,Short Sleep Duration,-90.61802805,43.94598698
WI,Wisconsin,Milwaukee,39,Obesity,-87.96694912,43.00717201
WI,Wisconsin,Grant,38.6,Obesity,-90.70622311,42.86764459
WI,Wisconsin,Sauk,25.6,Depression,-89.94805706,43.42687911
WI,Wisconsin,Taylor,22.5,Depression,-90.50146107,45.21145078
WI,Wisconsin,Dunn,22.5,Physical Inactivity,-91.89631112,44.94665402
WI,Wisconsin,Douglas,24.7,Binge Drinking,-91.91612523,46.43289261
WI,Wisconsin,Bayfield,17.7,Frequent Mental Distress,-91.2010357,46.52341014
WI,Wisconsin,Jackson,18,Frequent Mental Distress,-90.80499871,44.31928367
WY,Wyoming,Big Horn,22.5,Depression,-107.9947871,44.52639082
WI,Wisconsin,Menominee,27.8,Physical Inactivity,-88.70969655,45.00428427
WI,Wisconsin,Washburn,22.5,Physical Inactivity,-91.79132422,45.89926565
WY,Wyoming,Sweetwater,22.2,Depression,-108.879887,41.65969814
WI,Wisconsin,Winnebago,32.7,Short Sleep Duration,-88.64469437,44.06892566
WI,Wisconsin,Outagamie,39.8,Obesity,-88.46501996,44.41601542
WY,Wyoming,Platte,18.2,Frequent Mental Distress,-104.9659679,42.1327154
WI,Wisconsin,Oconto,19.1,Current Cigarette Smoking,-88.26960276,45.02628474
WI,Wisconsin,Washington,22.8,Binge Drinking,-88.23060313,43.36852263
WY,Wyoming,Johnson,13.9,Frequent Mental Distress,-106.5848201,44.03966566
WI,Wisconsin,Polk,40,Obesity,-92.44127559,45.46150538
WI,Wisconsin,Marquette,22.6,Binge Drinking,-89.39853327,43.81951691
WI,Wisconsin,Lafayette,33.4,Short Sleep Duration,-90.131574,42.66050008
WY,Wyoming,Albany,20.9,Binge Drinking,-105.7234395,41.65445097
WI,Wisconsin,Chippewa,15.9,Current Cigarette Smoking,-91.27997263,45.06943196
WI,Wisconsin,Waukesha,20.7,Depression,-88.30444786,43.01823145
WY,Wyoming,Park,14,Frequent Mental Distress,-109.5885929,44.52055001
WY,Wyoming,Natrona,26.3,Depression,-106.798429,42.96243872
WI,Wisconsin,Ozaukee,25,Binge Drinking,-87.95149408,43.38393134
WI,Wisconsin,Eau Claire,26.5,Depression,-91.28605725,44.72677278
WI,Wisconsin,Door,33.8,Short Sleep Duration,-87.3114193,44.95001443
WI,Wisconsin,Polk,16.8,Frequent Mental Distress,-92.44127559,45.46150538
WI,Wisconsin,Pierce,17.1,Frequent Mental Distress,-92.42249863,44.71950094
WI,Wisconsin,Vilas,17.4,Binge Drinking,-89.5147033,46.05282831
WY,Wyoming,Weston,17.8,Frequent Mental Distress,-104.56774,43.84021895
WI,Wisconsin,Sawyer,18.9,Frequent Mental Distress,-91.14457916,45.88000793
WI,Wisconsin,Green,17.6,Frequent Mental Distress,-89.60207125,42.67998128
WI,Wisconsin,Vernon,26.2,Depression,-90.83416504,43.59389986
WY,Wyoming,Sheridan,29.3,Short Sleep Duration,-106.8799996,44.79069827
WI,Wisconsin,Manitowoc,16.6,Current Cigarette Smoking,-87.8095945,44.11995929
WI,Wisconsin,Columbia,23.3,Physical Inactivity,-89.33343818,43.46657856
WI,Wisconsin,Door,18.1,Current Cigarette Smoking,-87.3114193,44.95001443
WI,Wisconsin,Oneida,24.5,Depression,-89.52184175,45.70550647
WI,Wisconsin,Clark,20.1,Binge Drinking,-90.61195218,44.73481741
WY,Wyoming,Washakie,20.6,Depression,-107.6826099,43.9044572
WI,Wisconsin,Florence,19.1,Frequent Mental Distress,-88.39814413,45.84816501
WI,Wisconsin,Wood,33.3,Short Sleep Duration,-90.04147276,44.45535017
WY,Wyoming,Carbon,17.4,Current Cigarette Smoking,-106.9303664,41.69477877
WI,Wisconsin,Pierce,35,Short Sleep Duration,-92.42249863,44.71950094
WI,Wisconsin,Green,24.9,Binge Drinking,-89.60207125,42.67998128
WI,Wisconsin,Langlade,25.1,Physical Inactivity,-89.0718839,45.26231218
WI,Wisconsin,Langlade,33.9,Short Sleep Duration,-89.0718839,45.26231218
WI,Wisconsin,Waushara,25.2,Depression,-89.24297541,44.11316121
WI,Wisconsin,Grant,18.8,Current Cigarette Smoking,-90.70622311,42.86764459
WY,Wyoming,Sublette,21.1,Physical Inactivity,-109.9148424,42.76658678
WI,Wisconsin,Rock,22.1,Binge Drinking,-89.0714241,42.67125111
WI,Wisconsin,Lafayette,20.7,Binge Drinking,-90.131574,42.66050008
WI,Wisconsin,Walworth,14.7,Current Cigarette Smoking,-88.54183875,42.66851165
WY,Wyoming,Albany,19.4,Physical Inactivity,-105.7234395,41.65445097
WI,Wisconsin,Washington,22.7,Depression,-88.23060313,43.36852263
WI,Wisconsin,Columbia,26,Depression,-89.33343818,43.46657856
WY,Wyoming,Platte,18.8,Binge Drinking,-104.9659679,42.1327154
WI,Wisconsin,Portage,15.5,Current Cigarette Smoking,-89.50146343,44.47606947
WI,Wisconsin,Green Lake,22.6,Binge Drinking,-89.04466973,43.80049778
WY,Wyoming,Goshen,33.8,Obesity,-104.353416,42.08791696
WI,Wisconsin,Douglas,14.2,Current Cigarette Smoking,-91.91612523,46.43289261
WI,Wisconsin,Brown,22.3,Depression,-88.00376157,44.45243095
WI,Wisconsin,Iowa,20.2,Physical Inactivity,-90.13527422,43.00052939
WI,Wisconsin,Barron,23.8,Depression,-91.84830367,45.42376633
WI,Wisconsin,Rock,24,Physical Inactivity,-89.0714241,42.67125111
WY,Wyoming,Sweetwater,19.2,Binge Drinking,-108.879887,41.65969814
WI,Wisconsin,Marinette,23.6,Depression,-88.03359109,45.38289101
WI,Wisconsin,Clark,18.3,Current Cigarette Smoking,-90.61195218,44.73481741
WI,Wisconsin,Racine,39.7,Obesity,-88.06151104,42.74745493
WI,Wisconsin,Oconto,40.8,Obesity,-88.26960276,45.02628474
WI,Wisconsin,Rock,37.2,Short Sleep Duration,-89.0714241,42.67125111
WI,Wisconsin,Green Lake,24.9,Physical Inactivity,-89.04466973,43.80049778
WI,Wisconsin,Waushara,20.2,Current Cigarette Smoking,-89.24297541,44.11316121
WI,Wisconsin,Milwaukee,16.5,Frequent Mental Distress,-87.96694912,43.00717201
WI,Wisconsin,Winnebago,20.6,Physical Inactivity,-88.64469437,44.06892566
WI,Wisconsin,Ozaukee,23.3,Depression,-87.95149408,43.38393134
WI,Wisconsin,Shawano,34.4,Short Sleep Duration,-88.76520504,44.78900542
WI,Wisconsin,Rusk,22.6,Binge Drinking,-91.13345533,45.4750517
WY,Wyoming,Laramie,17,Current Cigarette Smoking,-104.6891716,41.30698999
WY,Wyoming,Campbell,19.9,Binge Drinking,-105.5480578,44.24857386
WI,Wisconsin,Bayfield,37.5,Obesity,-91.2010357,46.52341014
WI,Wisconsin,Marinette,23.8,Binge Drinking,-88.03359109,45.38289101
WI,Wisconsin,Kenosha,18.4,Frequent Mental Distress,-88.04200103,42.57671512
WI,Wisconsin,St. Croix,33.6,Obesity,-92.45267274,45.0340718
WI,Wisconsin,Pepin,15.7,Frequent Mental Distress,-92.00187526,44.58287653
WI,Wisconsin,Burnett,23.8,Physical Inactivity,-92.36766721,45.86276937
WY,Wyoming,Weston,35.2,Obesity,-104.56774,43.84021895
WI,Wisconsin,Kenosha,43.2,Obesity,-88.04200103,42.57671512
WI,Wisconsin,Jefferson,15.3,Frequent Mental Distress,-88.77593155,43.02086207
WI,Wisconsin,Vilas,16.5,Current Cigarette Smoking,-89.5147033,46.05282831
WI,Wisconsin,Pierce,23.5,Binge Drinking,-92.42249863,44.71950094
WI,Wisconsin,Grant,17.5,Frequent Mental Distress,-90.70622311,42.86764459
WI,Wisconsin,Waushara,31.3,Short Sleep Duration,-89.24297541,44.11316121
WI,Wisconsin,Douglas,25.9,Depression,-91.91612523,46.43289261
WY,Wyoming,Converse,17.6,Frequent Mental Distress,-105.5072979,42.97220281
WY,Wyoming,Hot Springs,26.5,Physical Inactivity,-108.4422998,43.7189807
WI,Wisconsin,La Crosse,34.6,Obesity,-91.11503116,43.90643348
WI,Wisconsin,Eau Claire,22,Binge Drinking,-91.28605725,44.72677278
WI,Wisconsin,Pierce,20.6,Physical Inactivity,-92.42249863,44.71950094
WI,Wisconsin,Lafayette,23.1,Physical Inactivity,-90.131574,42.66050008
WI,Wisconsin,Sawyer,41.1,Obesity,-91.14457916,45.88000793
WY,Wyoming,Niobrara,36.9,Obesity,-104.4756776,43.05625288
WI,Wisconsin,Waukesha,12.6,Current Cigarette Smoking,-88.30444786,43.01823145
WY,Wyoming,Converse,18.6,Current Cigarette Smoking,-105.5072979,42.97220281
WI,Wisconsin,Juneau,18.9,Current Cigarette Smoking,-90.11373313,43.9244512
WY,Wyoming,Carbon,36.2,Obesity,-106.9303664,41.69477877
WI,Wisconsin,Pepin,24,Binge Drinking,-92.00187526,44.58287653
WI,Wisconsin,Iron,28.3,Short Sleep Duration,-90.24211599,46.26231052
WI,Wisconsin,Dunn,39.3,Obesity,-91.89631112,44.94665402
WY,Wyoming,Washakie,17.3,Current Cigarette Smoking,-107.6826099,43.9044572
WI,Wisconsin,Sauk,25.3,Binge Drinking,-89.94805706,43.42687911
WY,Wyoming,Teton,19.1,Depression,-110.5898579,43.93448406
WI,Wisconsin,Portage,34.7,Obesity,-89.50146343,44.47606947
WY,Wyoming,Teton,15.4,Physical Inactivity,-110.5898579,43.93448406
WY,Wyoming,Lincoln,16.3,Frequent Mental Distress,-110.6562541,42.26394126
WY,Wyoming,Johnson,31.2,Obesity,-106.5848201,44.03966566
WI,Wisconsin,Marquette,35.3,Short Sleep Duration,-89.39853327,43.81951691
WI,Wisconsin,Marathon,13.9,Current Cigarette Smoking,-89.75885601,44.89830044
WI,Wisconsin,Green,40.2,Obesity,-89.60207125,42.67998128
WI,Wisconsin,Green Lake,41.5,Obesity,-89.04466973,43.80049778
WI,Wisconsin,Waupaca,36.8,Obesity,-88.96488746,44.47042624
WI,Wisconsin,Winnebago,16.2,Frequent Mental Distress,-88.64469437,44.06892566
WI,Wisconsin,Vilas,23.8,Physical Inactivity,-89.5147033,46.05282831
WI,Wisconsin,Lafayette,23.5,Depression,-90.131574,42.66050008
WI,Wisconsin,Monroe,17,Current Cigarette Smoking,-90.61802805,43.94598698
WI,Wisconsin,Trempealeau,23.5,Binge Drinking,-91.35842148,44.30394507
WY,Wyoming,Campbell,35,Obesity,-105.5480578,44.24857386
WI,Wisconsin,Jackson,26.1,Physical Inactivity,-90.80499871,44.31928367
WI,Wisconsin,Kewaunee,23.1,Depression,-87.6153988,44.5161731
WY,Wyoming,Natrona,34.5,Short Sleep Duration,-106.798429,42.96243872
WY,Wyoming,Goshen,15,Frequent Mental Distress,-104.353416,42.08791696
WI,Wisconsin,Wood,23.6,Binge Drinking,-90.04147276,44.45535017
WI,Wisconsin,Forest,16.6,Frequent Mental Distress,-88.77066471,45.66757219
WI,Wisconsin,Brown,22.2,Binge Drinking,-88.00376157,44.45243095
WI,Wisconsin,Milwaukee,23.3,Physical Inactivity,-87.96694912,43.00717201
WI,Wisconsin,Lincoln,17.5,Current Cigarette Smoking,-89.73447634,45.33749048
WI,Wisconsin,Iowa,21,Binge Drinking,-90.13527422,43.00052939
WY,Wyoming,Converse,25.1,Physical Inactivity,-105.5072979,42.97220281
WI,Wisconsin,Dane,29.2,Short Sleep Duration,-89.41829876,43.06729331
WI,Wisconsin,Oneida,13.9,Current Cigarette Smoking,-89.52184175,45.70550647
WI,Wisconsin,Buffalo,23.6,Physical Inactivity,-91.75437967,44.37979061
WI,Wisconsin,Oconto,20.5,Binge Drinking,-88.26960276,45.02628474
WI,Wisconsin,Price,42.1,Obesity,-90.36148246,45.68013695
WI,Wisconsin,Marathon,25.2,Depression,-89.75885601,44.89830044
WI,Wisconsin,Walworth,33.1,Short Sleep Duration,-88.54183875,42.66851165
WI,Wisconsin,Clark,23.9,Depression,-90.61195218,44.73481741
WI,Wisconsin,Washburn,32.4,Short Sleep Duration,-91.79132422,45.89926565
WY,Wyoming,Hot Springs,20.1,Binge Drinking,-108.4422998,43.7189807
WI,Wisconsin,Sauk,23.4,Physical Inactivity,-89.94805706,43.42687911
WI,Wisconsin,Buffalo,34.3,Short Sleep Duration,-91.75437967,44.37979061
WY,Wyoming,Albany,31.3,Obesity,-105.7234395,41.65445097
WI,Wisconsin,Calumet,16.2,Frequent Mental Distress,-88.21799976,44.08168017
WI,Wisconsin,Shawano,17.4,Current Cigarette Smoking,-88.76520504,44.78900542
WI,Wisconsin,Marquette,25.9,Depression,-89.39853327,43.81951691
WI,Wisconsin,Fond du Lac,24.8,Depression,-88.48834338,43.75360898
WI,Wisconsin,Sheboygan,20.3,Physical Inactivity,-87.94533159,43.7212482
WI,Wisconsin,Langlade,17.6,Frequent Mental Distress,-89.0718839,45.26231218
WI,Wisconsin,La Crosse,33,Short Sleep Duration,-91.11503116,43.90643348
WI,Wisconsin,Waushara,26.3,Physical Inactivity,-89.24297541,44.11316121
WI,Wisconsin,Burnett,30.8,Short Sleep Duration,-92.36766721,45.86276937
WI,Wisconsin,Crawford,23.7,Depression,-90.93110617,43.23956519
WY,Wyoming,Big Horn,21.7,Physical Inactivity,-107.9947871,44.52639082
WY,Wyoming,Converse,21.4,Depression,-105.5072979,42.97220281
WY,Wyoming,Lincoln,19.2,Binge Drinking,-110.6562541,42.26394126
WI,Wisconsin,Menominee,27.1,Current Cigarette Smoking,-88.70969655,45.00428427
WI,Wisconsin,Door,36.7,Obesity,-87.3114193,44.95001443
WI,Wisconsin,Oneida,22.7,Physical Inactivity,-89.52184175,45.70550647
WY,Wyoming,Lincoln,20.9,Depression,-110.6562541,42.26394126
WI,Wisconsin,Jefferson,39.6,Obesity,-88.77593155,43.02086207
WI,Wisconsin,Iron,16.8,Frequent Mental Distress,-90.24211599,46.26231052
WI,Wisconsin,St. Croix,13.8,Frequent Mental Distress,-92.45267274,45.0340718
WI,Wisconsin,Winnebago,39.6,Obesity,-88.64469437,44.06892566
WI,Wisconsin,Shawano,25.6,Depression,-88.76520504,44.78900542
WI,Wisconsin,Oconto,32,Short Sleep Duration,-88.26960276,45.02628474
WI,Wisconsin,Barron,18.2,Frequent Mental Distress,-91.84830367,45.42376633
WI,Wisconsin,Oconto,23.9,Physical Inactivity,-88.26960276,45.02628474
WI,Wisconsin,Dane,15.6,Frequent Mental Distress,-89.41829876,43.06729331
WI,Wisconsin,Pierce,15.7,Current Cigarette Smoking,-92.42249863,44.71950094
WY,Wyoming,Teton,19.4,Depression,-110.5898579,43.93448406
WI,Wisconsin,Langlade,16.5,Current Cigarette Smoking,-89.0718839,45.26231218
WI,Wisconsin,Polk,30.5,Short Sleep Duration,-92.44127559,45.46150538
WI,Wisconsin,Jackson,18.8,Current Cigarette Smoking,-90.80499871,44.31928367
WY,Wyoming,Sheridan,31.4,Obesity,-106.8799996,44.79069827
WI,Wisconsin,Washburn,19.5,Current Cigarette Smoking,-91.79132422,45.89926565
WI,Wisconsin,Fond du Lac,16.5,Frequent Mental Distress,-88.48834338,43.75360898
WI,Wisconsin,Waukesha,18.9,Physical Inactivity,-88.30444786,43.01823145
WI,Wisconsin,Outagamie,17.9,Frequent Mental Distress,-88.46501996,44.41601542
WY,Wyoming,Campbell,24.6,Physical Inactivity,-105.5480578,44.24857386
WI,Wisconsin,Brown,16.8,Frequent Mental Distress,-88.00376157,44.45243095
WI,Wisconsin,Manitowoc,34.9,Short Sleep Duration,-87.8095945,44.11995929
WI,Wisconsin,Eau Claire,37.3,Short Sleep Duration,-91.28605725,44.72677278
WI,Wisconsin,Forest,42.3,Obesity,-88.77066471,45.66757219
WI,Wisconsin,Calumet,22.3,Depression,-88.21799976,44.08168017
WI,Wisconsin,Oconto,23,Depression,-88.26960276,45.02628474
WI,Wisconsin,Forest,23.2,Binge Drinking,-88.77066471,45.66757219
WI,Wisconsin,Winnebago,22,Binge Drinking,-88.64469437,44.06892566
WI,Wisconsin,Portage,24.8,Depression,-89.50146343,44.47606947
WI,Wisconsin,Dodge,36.9,Short Sleep Duration,-88.7074335,43.41624935
WI,Wisconsin,Rock,38.1,Obesity,-89.0714241,42.67125111
WI,Wisconsin,Racine,18,Frequent Mental Distress,-88.06151104,42.74745493
WI,Wisconsin,Wood,40.5,Obesity,-90.04147276,44.45535017
WI,Wisconsin,La Crosse,21.3,Binge Drinking,-91.11503116,43.90643348
WY,Wyoming,Converse,20.3,Binge Drinking,-105.5072979,42.97220281
WI,Wisconsin,Dane,23.5,Binge Drinking,-89.41829876,43.06729331
WI,Wisconsin,Marquette,33.6,Short Sleep Duration,-89.39853327,43.81951691
WI,Wisconsin,Sawyer,22.6,Depression,-91.14457916,45.88000793
WI,Wisconsin,Dunn,22.1,Binge Drinking,-91.89631112,44.94665402
WI,Wisconsin,Sheboygan,22.6,Depression,-87.94533159,43.7212482
WI,Wisconsin,Eau Claire,22.3,Physical Inactivity,-91.28605725,44.72677278
WY,Wyoming,Niobrara,20.3,Current Cigarette Smoking,-104.4756776,43.05625288
WI,Wisconsin,Trempealeau,17.4,Frequent Mental Distress,-91.35842148,44.30394507
WI,Wisconsin,Marathon,21.4,Physical Inactivity,-89.75885601,44.89830044
WI,Wisconsin,Ozaukee,34,Obesity,-87.95149408,43.38393134
WI,Wisconsin,Jefferson,31,Short Sleep Duration,-88.77593155,43.02086207
WY,Wyoming,Weston,16.6,Binge Drinking,-104.56774,43.84021895
WI,Wisconsin,Winnebago,15.5,Current Cigarette Smoking,-88.64469437,44.06892566
WI,Wisconsin,Dodge,26.4,Physical Inactivity,-88.7074335,43.41624935
WY,Wyoming,Fremont,16.1,Frequent Mental Distress,-108.6304546,43.0406424
WY,Wyoming,Big Horn,30.2,Short Sleep Duration,-107.9947871,44.52639082
WI,Wisconsin,Outagamie,32.7,Short Sleep Duration,-88.46501996,44.41601542
WY,Wyoming,Johnson,22.2,Depression,-106.5848201,44.03966566
WI,Wisconsin,Door,17.5,Binge Drinking,-87.3114193,44.95001443
WI,Wisconsin,Pepin,39.3,Obesity,-92.00187526,44.58287653
WI,Wisconsin,Lincoln,24.6,Depression,-89.73447634,45.33749048
WI,Wisconsin,Kenosha,23.6,Binge Drinking,-88.04200103,42.57671512
WI,Wisconsin,Polk,23.5,Physical Inactivity,-92.44127559,45.46150538
WY,Wyoming,Crook,31.2,Obesity,-104.5695762,44.58851821
WI,Wisconsin,Crawford,19,Frequent Mental Distress,-90.93110617,43.23956519
WI,Wisconsin,Clark,18.6,Frequent Mental Distress,-90.61195218,44.73481741
WY,Wyoming,Weston,30.5,Short Sleep Duration,-104.56774,43.84021895
WI,Wisconsin,Eau Claire,14.4,Current Cigarette Smoking,-91.28605725,44.72677278
WI,Wisconsin,Juneau,25.1,Physical Inactivity,-90.11373313,43.9244512
WI,Wisconsin,Manitowoc,22.4,Physical Inactivity,-87.8095945,44.11995929
WI,Wisconsin,St. Croix,26.1,Binge Drinking,-92.45267274,45.0340718
WI,Wisconsin,Iron,22.1,Depression,-90.24211599,46.26231052
WI,Wisconsin,Fond du Lac,41.7,Obesity,-88.48834338,43.75360898
WY,Wyoming,Johnson,20.3,Binge Drinking,-106.5848201,44.03966566
WY,Wyoming,Teton,11.3,Current Cigarette Smoking,-110.5898579,43.93448406
WI,Wisconsin,Portage,33.5,Short Sleep Duration,-89.50146343,44.47606947
WY,Wyoming,Sheridan,19.8,Physical Inactivity,-106.8799996,44.79069827
WI,Wisconsin,Waukesha,14.8,Frequent Mental Distress,-88.30444786,43.01823145
WI,Wisconsin,Langlade,22.8,Depression,-89.0718839,45.26231218
WY,Wyoming,Laramie,16.3,Frequent Mental Distress,-104.6891716,41.30698999
WY,Wyoming,Goshen,17,Binge Drinking,-104.353416,42.08791696
WY,Wyoming,Carbon,16.8,Binge Drinking,-106.9303664,41.69477877
WY,Wyoming,Washakie,39.1,Obesity,-107.6826099,43.9044572
WY,Wyoming,Carbon,19.3,Depression,-106.9303664,41.69477877
WI,Wisconsin,Kewaunee,17.4,Frequent Mental Distress,-87.6153988,44.5161731
WI,Wisconsin,Jackson,23.8,Depression,-90.80499871,44.31928367
WY,Wyoming,Carbon,25.8,Physical Inactivity,-106.9303664,41.69477877
WY,Wyoming,Uinta,34.9,Short Sleep Duration,-110.547535,41.28764495
WI,Wisconsin,Washburn,26.3,Depression,-91.79132422,45.89926565
WI,Wisconsin,Marinette,28.5,Physical Inactivity,-88.03359109,45.38289101
WY,Wyoming,Albany,15.5,Current Cigarette Smoking,-105.7234395,41.65445097
WI,Wisconsin,Waushara,41.5,Obesity,-89.24297541,44.11316121
WI,Wisconsin,Sheboygan,32.6,Short Sleep Duration,-87.94533159,43.7212482
WI,Wisconsin,Barron,25.7,Physical Inactivity,-91.84830367,45.42376633
WI,Wisconsin,Columbia,15.9,Current Cigarette Smoking,-89.33343818,43.46657856
WI,Wisconsin,Marinette,33.1,Short Sleep Duration,-88.03359109,45.38289101
WY,Wyoming,Big Horn,14.9,Current Cigarette Smoking,-107.9947871,44.52639082
WI,Wisconsin,Clark,32.9,Short Sleep Duration,-90.61195218,44.73481741
WY,Wyoming,Natrona,18,Frequent Mental Distress,-106.798429,42.96243872
WI,Wisconsin,Green Lake,20.2,Current Cigarette Smoking,-89.04466973,43.80049778
WI,Wisconsin,Brown,36.6,Obesity,-88.00376157,44.45243095
WY,Wyoming,Sweetwater,21.8,Depression,-108.879887,41.65969814
WI,Wisconsin,Clark,25.9,Physical Inactivity,-90.61195218,44.73481741
WI,Wisconsin,Waupaca,22,Binge Drinking,-88.96488746,44.47042624
WI,Wisconsin,Monroe,22.6,Physical Inactivity,-90.61802805,43.94598698
WY,Wyoming,Goshen,32.4,Short Sleep Duration,-104.353416,42.08791696
WI,Wisconsin,Sawyer,23,Binge Drinking,-91.14457916,45.88000793
WI,Wisconsin,Dunn,33.9,Short Sleep Duration,-91.89631112,44.94665402
WI,Wisconsin,Dodge,19.5,Current Cigarette Smoking,-88.7074335,43.41624935
WY,Wyoming,Sublette,13.6,Current Cigarette Smoking,-109.9148424,42.76658678
WI,Wisconsin,Green Lake,18.6,Binge Drinking,-89.04466973,43.80049778
WI,Wisconsin,Wood,16.2,Frequent Mental Distress,-90.04147276,44.45535017
WI,Wisconsin,Rusk,15.5,Frequent Mental Distress,-91.13345533,45.4750517
WI,Wisconsin,Calumet,22.2,Binge Drinking,-88.21799976,44.08168017
WY,Wyoming,Campbell,34.3,Short Sleep Duration,-105.5480578,44.24857386
WI,Wisconsin,Portage,23.8,Binge Drinking,-89.50146343,44.47606947
WI,Wisconsin,Chippewa,22.9,Depression,-91.27997263,45.06943196
WI,Wisconsin,Douglas,18.5,Physical Inactivity,-91.91612523,46.43289261
WI,Wisconsin,Milwaukee,20.9,Binge Drinking,-87.96694912,43.00717201
WI,Wisconsin,Monroe,23.1,Depression,-90.61802805,43.94598698
WI,Wisconsin,Burnett,42.2,Obesity,-92.36766721,45.86276937
WI,Wisconsin,Richland,17.2,Current Cigarette Smoking,-90.42952769,43.37559436
WI,Wisconsin,Chippewa,32.7,Short Sleep Duration,-91.27997263,45.06943196
WI,Wisconsin,Polk,24.6,Binge Drinking,-92.44127559,45.46150538
WI,Wisconsin,Sheboygan,14.6,Current Cigarette Smoking,-87.94533159,43.7212482
WI,Wisconsin,Washington,32.5,Short Sleep Duration,-88.23060313,43.36852263
WI,Wisconsin,Waupaca,33,Short Sleep Duration,-88.96488746,44.47042624
WI,Wisconsin,Portage,21.2,Physical Inactivity,-89.50146343,44.47606947
WY,Wyoming,Sublette,22.3,Depression,-109.9148424,42.76658678
WI,Wisconsin,Rusk,36.8,Obesity,-91.13345533,45.4750517
WY,Wyoming,Laramie,22.6,Depression,-104.6891716,41.30698999
WI,Wisconsin,Dane,31.6,Obesity,-89.41829876,43.06729331
WI,Wisconsin,Chippewa,21.4,Physical Inactivity,-91.27997263,45.06943196
WI,Wisconsin,Lafayette,17.1,Current Cigarette Smoking,-90.131574,42.66050008
WI,Wisconsin,Marquette,16.5,Frequent Mental Distress,-89.39853327,43.81951691
WI,Wisconsin,Pierce,25,Depression,-92.42249863,44.71950094
WY,Wyoming,Albany,32,Short Sleep Duration,-105.7234395,41.65445097
WI,Wisconsin,St. Croix,31.3,Short Sleep Duration,-92.45267274,45.0340718
WI,Wisconsin,Ozaukee,13.8,Frequent Mental Distress,-87.95149408,43.38393134
WY,Wyoming,Crook,16.8,Frequent Mental Distress,-104.5695762,44.58851821
WY,Wyoming,Platte,32.1,Obesity,-104.9659679,42.1327154
WI,Wisconsin,Florence,24,Depression,-88.39814413,45.84816501
WI,Wisconsin,Walworth,32.2,Obesity,-88.54183875,42.66851165
WI,Wisconsin,Marquette,40.9,Obesity,-89.39853327,43.81951691
WI,Wisconsin,Menominee,25.3,Depression,-88.70969655,45.00428427
WI,Wisconsin,Burnett,21.2,Current Cigarette Smoking,-92.36766721,45.86276937
WI,Wisconsin,La Crosse,13.4,Current Cigarette Smoking,-91.11503116,43.90643348
WI,Wisconsin,Taylor,18.5,Frequent Mental Distress,-90.50146107,45.21145078
WY,Wyoming,Johnson,31.3,Short Sleep Duration,-106.5848201,44.03966566
WY,Wyoming,Crook,17.3,Binge Drinking,-104.5695762,44.58851821
WI,Wisconsin,Ozaukee,16.9,Physical Inactivity,-87.95149408,43.38393134
WI,Wisconsin,Vernon,18.4,Frequent Mental Distress,-90.83416504,43.59389986
WY,Wyoming,Natrona,27,Depression,-106.798429,42.96243872
WI,Wisconsin,Lafayette,24.4,Physical Inactivity,-90.131574,42.66050008
WY,Wyoming,Niobrara,36.6,Obesity,-104.4756776,43.05625288
WI,Wisconsin,Eau Claire,26.2,Depression,-91.28605725,44.72677278
WI,Wisconsin,Crawford,39.1,Obesity,-90.93110617,43.23956519
WI,Wisconsin,Columbia,32,Short Sleep Duration,-89.33343818,43.46657856
WI,Wisconsin,Dodge,23.5,Binge Drinking,-88.7074335,43.41624935
WY,Wyoming,Niobrara,18.6,Binge Drinking,-104.4756776,43.05625288
WI,Wisconsin,Green,15.6,Frequent Mental Distress,-89.60207125,42.67998128
WY,Wyoming,Hot Springs,38.8,Obesity,-108.4422998,43.7189807
